82,怪盗・窪園チヨコは絶対ミスらない,かいとう くぼぞのチヨコはぜったいミスらない,椎名もた(ぽわぽわP) feat. 鏡音リン,1,2023/03/10,1175日,,,
83,怪物,かいぶつ,YOASOBI,8,2025/04/10,413日,,,
84,帰り道は遠回りしたくなる,かえりみちはとおまわりしたくなる,乃木坂46,2,2023/06/09,1084日,,,
85,ガオレンジャー吼えろ!!,ガオレンジャーほえろ,山形ユキオ,3,2024/12/29,515日,,,
86,科学戦隊ダイナマン,かがくせんたいダイナマン,"Mojo,こおろぎ '73",3,2024/12/29,515日,,,
87,カキツバタオルケストラ,カキツバタオルケストラ,"藍乃 feat. 滲音かこい,*染",2,2024/10/05,600日,,,
88,影踏みエトランゼ,かげふみエトランゼ,Substreet feat. 初音ミク,1,2022/04/16,1503日,,,
89,カゲロウデイズ,カゲロウデイズ,じん feat. 初音ミク,1,2025/07/19,313日,,,
90,カサブタ,カサブタ,千綿ヒデノリ,1,2025/09/04,266日,,,
91,風待ちハローワールド,かぜまちハローワールド,add9(ヘリP) feat. 初音ミク,3,2023/04/15,1139日,,,
92,風待ちハローワルド,かぜまちハローワールド,add9(ヘリP) feat. 初音ミク,2,2024/02/15,833日,,,
93,ガッチャ☆ゴセイジャー,ガッチャ ゴセイジャー,高橋秀幸(Project.R),1,2024/11/03,571日,,,
94,勝って泣こうゼッ!,かってなこうゼッ,"T-Pistonz,KMC",1,2024/11/14,560日,,,
95,Got Boost？,ガット ブースト,FANTASTICS,1,2025/09/04,266日,,,
96,カトラリー,カトラリー,有機酸 feat. 初音ミク,5,2025/12/17,162日,,,
97,かなしみのなみにおぼれる,かなしみのなみにおぼれる,Neru feat. 鏡音レン,1,2024/10/05,600日,,,
98,神っぽいな,かみっぽいな,ピノキオピー feat.初音ミク,11,2024/10/18,587日,,,
99,からくりピエロ,からくりピエロ,40mP feat.初音ミク,2,2023/12/07,903日,,,
100,Calc.,カルク,ジミーサムP feat. 初音ミク,3,2024/09/04,631日,,,
101,かわいいだけじゃだめですか？,かわいいだけじゃだめですか,CUTIE STREET,3,2025/01/08,505日,,,
102,可愛くてごめん,かわいくてごめん, feat. ちゅーたん(CV.早見沙織)/HoneyWorks,5,2024/01/11,868日,,,
103,変わらないもの,かわらないもの,奥華子,3,2024/07/12,685日,,,
104,勘冴えて悔しいわ,かんさえてくやしいわ,ずっと真夜中でいいのに。,1,2021/12/11,1629日,,,
105,感動共有!,かんどうきょうゆう,"T-Pistonz,KMC",1,2024/11/14,560日,,,
106,ガンバランスdeダンス,ガンバランス デ ダンス,五條真由美 with フラッピ&チョッピーズ,1,2024/11/14,560日,,,
107,ギザギザハートの子守唄,ギザギザハートのこもりうた,チェッカーズ,1,2023/12/07,903日,,,
108,如月アテンション,きさらぎアテンション,じん feat. IA,1,2024/09/25,610日,,,
109,騎士竜戦隊リュウソウジャー,きしりゅうせんたいリュウソウジャー,幡野智宏(Project.R),3,2024/12/29,515日,,,
110,疑心暗鬼,ぎしんあんき,"梅とら feat. 初音ミク,鏡音リン,巡音ルカ,GUMI,IA",2,2022/01/22,1587日,,,
111,キセキ,キセキ,GRe4N BOYZ(GReeeeN),2,2025/09/04,266日,,,
112,KICK BACK,キックバック,米津玄師,3,2023/06/09,1084日,,,
113,気まぐれロマンティック,きまぐれロマンティック,いきものがかり,5,2024/07/12,685日,,,
114,君じゃなきゃダメみたい,きみじゃなきゃダメみたい,オーイシマサヨシ,1,2025/01/08,505日,,,
115,君にBUMP,きみにバンプ,ケツメイシ,1,2024/11/21,553日,,,
116,君の知らない物語,きみのしらないものがたり,Supercell,10,2025/07/19,313日,,,
117,君のそばで～ヒカリのテーマ～,きみのそばで ヒカリのテーマ,グリン,2,2024/11/14,560日,,,
118,君はロックを聴かない,きみはロックをきかない,あいみょん,2,2024/11/21,553日,,,
119,逆光,ぎゃっこう,Ado,3,2023/12/07,903日,,,
120,Q,キュー,椎名もた(ぽわぽわP) feat.鏡音リン,4,2025/10/17,223日,,,
121,救急戦隊ゴーゴーファイブ,きゅうきゅうせんたいゴーゴーファイブ,石原慎一,3,2024/12/29,515日,,,
122,きゅうくらりん,きゅうくらりん,いよわ feat. 可不,7],2024/12/28,516日,,,
123,強風オールバック,きょうふうオールバック,Yukopi feat. 歌愛ユキ,2,2023/06/28,1065日,,,
124,恐竜戦隊ジュウレンジャー,きょうりゅうせんたいジュウレンジャー,佐藤健太,3,2024/12/29,515日,,,
125,ギラギラ,ギラギラ,Ado,5,2024/12/28,516日,,,
126,キラキラしちゃって My True Love!,キラキラしちゃって マイ トゥルー ラブ,宮本佳那子,1,2024/11/14,560日,,,
127,キラフル ミラクル キラメイジャー,キラフル ミラクル キラメイジャー,出口たかし,1,2024/11/03,571日,,,
128,銀河鉄道999,ぎんがてつどうスリーナイン,ゴダイゴ,2,2025/04/10,413日,,,
129,KING,キング,Kanaria feat. GUMI,6,2024/09/18,617日,,,
130,空想フォレスト,くうそうフォレスト,じん feat.IA,1,2024/09/25,610日,,,
131,Good Time,グッド タイム, (feat. SKY-HI)/cozmez,1,2023/05/26,1098日,,,
132,グッバイ宣言,グッバイせんげん,Chinozo feat. v flower,3,2024/12/06,538日,,,
133,Cry Baby,クライ ベイビー,Official髭男dism,1,2024/11/06,568日,,,
134,クラクラ,クラクラ,Ado,5,2025/07/19,313日,,,
135,繰り返し一粒,くりかえしひとつぶ,猫虫 feat.鏡音リン,1,2023/12/24,886日,,,
136,Click,クリック,ME:I,1,2024/08/08,658日,,,
137,紅蓮華,ぐれんげ,LiSA,1,2023/04/15,1139日,,,
138,群青,ぐんじょう,YOASOBI,15,2025/10/17,223日,,,
139,激走戦隊カーレンジャー~フルアクセルヴァージョン~,げきそうカーレンジャー フルアクセルヴァージョン,高山成孝,1,2023/12/31,879日,,,
140,激走戦隊カーレンジャー,げきそうせんたいカーレンジャー,高山成孝,3,2024/12/29,515日,,,
141,ゲッチュウ!らぶらぶぅ?!,ゲッチュウ らぶらぶぅ,五條真由美,1,2024/11/03,571日,,,
142,Get Wild,ゲット ワイルド,TM NETWORK,2,2023/10/07,964日,,,
143,ケッペキショウ,ケッペキショウ,すこっぷ feat. GUMI,1,2022/04/16,1503日,,,
144,CHEMY×STORY,ケミストリー,BACK-ON,3,2025/04/10,413日,,,
145,喧嘩上等,けんかじょうとう,氣志團,1,2025/05/21,372日,,,
146,小悪魔だってかまわない！,こあくまだってかまわない,めいちゃん,1,2025/04/10,413日,,,
147,恋するフォーチュンクッキー,こいするフォーチュンクッキー,AKB48,1,2023/05/05,1119日,,,
148,コインロッカーベイビー,コインロッカーベイビー,MARETU feat. 初音ミク,2,2025/12/17,162日,,,
149,轟轟戦隊ボウケンジャー,こうごうせんたいボウケンジャー,NoB,4,2024/12/29,515日,,,
150,高速戦隊ターボレンジャー,こうそくせんたいターボレンジャー,佐藤健太,3,2024/12/29,515日,,,
151,ゴーゴー幽霊船,ゴーゴーゆうれいせん,米津玄師,3,2024/05/03,755日,,,
152,ゴーストルール,ゴーストルール,DECO*27 feat. 初音ミク,5,2023/12/07,903日,,,
153,コールボーイ,コールボーイ,syudou feat. 初音ミク,3,2024/12/06,538日,,,
154,心のファンファーレ,こころのファンファーレ,奥井亜紀,2,2024/11/14,560日,,,
155,虎視眈々,こしたんたん,"梅とら feat. 初音ミク,鏡音リン,巡音ルカ,GUMI,IA",2,2024/10/05,600日,,,
156,五星戦隊ダイレンジャー,ごせいせんたいダイレンジャー,NEW JACK拓郎,3,2024/12/29,515日,,,
157,コツコツ-PON-PON,コツコツ ポンポン,ブンドリオ・ブンデラス(CV.松本梨香),2,2024/11/03,571日,,,
158,こっち向いて Baby,こっちむいて ベイビー,ryo(supercell) feat.初音ミク,1,2022/02/12,1566日,,,
159,God knows...,ゴッド ノウズ,涼宮ハルヒ(CV.平野綾),3,2024/07/19,678日,,,
160,粉雪,こなゆき,レミオロメン,2,2023/12/24,886日,,,
161,壊れかけのRadio,こわれかけのレディオ,德永英明,1,2024/06/26,701日,,,
162,さぁ行け!ニンニンジャー!,さぁいけニンニンジャー,大西洋平,3,2024/12/29,515日,,,
163,最強最高 SUPER STARS！,さいきょうさいこう スーパー スターズ,NoB,2,2024/12/29,515日,,,
164,サウダージ,サウダージ,ポルノグラフィティ,2,2024/02/24,824日,,,
165,さくら,さくら,ケツメイシ,1,2024/11/21,553日,,,
166,SURPRISE-DRIVE,サプライズ ドライブ,MITSURU MATSUOKA EARNEST DRIVE,2,2025/04/10,413日,,,
167,サマータイムレコード,サマータイムレコード,じん feat. IA,11,2025/07/19,313日,,,
168,侍戦隊シンケンジャー,さむらいせんたいシンケンジャー,サイキックラバー,3,2024/12/29,515日,,,
169,サムライハート,サムライハート,SPYAIR,3,2024/12/28,516日,,,
170,さようなら、花泥棒さん,さようなら はなどろぼうさん,メル feat. 初音ミク,5,2025/10/17,223日,,,
171,小夜子,さよこ,みきとP feat. 初音ミク,2,2024/10/05,600日,,,
172,さよならエレジー,さよならエレジー,菅田将暉,1,2024/11/06,568日,,,
173,サリシノハラ,サリシノハラ,みきとP feat.初音ミク,1,2024/09/04,631日,,,
174,残響散歌,ざんきょうさんか,Aimer,5,2025/09/04,266日,,,
175,シークレット カクレンジャー,シークレット カクレンジャー,トゥー・チー・チェン,3,2024/12/29,515日,,,
176,secret base 〜君がくれたもの〜,シークレットベース きみがくれたもの,ZONE,3,2023/08/28,1004日,,,
177,JIKU~未来戦隊タイムレンジャー~,じくう みらいせんたいタイムレンジャー,佐々木久美,4,2024/12/29,515日,,,
178,CITRUS,シトラス,Da-iCE,4,2024/06/26,701日,,,
179,シネマ,シネマ,Ayase feat. 初音ミク,1,2024/09/04,631日,,,
180,シャイニング パワー,シャイニング パワー,Berryz工房,2,2024/07/19,678日,,,
181,Just be friends,ジャスト ビー フレンズ,Dixie Flatline feat.巡音ルカ,5,2024/10/05,600日,,,
182,ジャッカー電撃隊,ジャッカーでんげきたい,"ささきいさお,こおろぎ'73",3,2024/12/29,515日,,,
183,ジャックポットサッドガール,ジャックポットサッドガール,syudou feat. 初音ミク,1,2021/11/14,1656日,,,
184,シャルル,シャルル,バルーン feat. v flower,3,2024/10/05,600日,,,
185,ジャンキーナイトタウンオーケストラ,ジャンキーナイトタウンオーケストラ,すりぃ feat. 鏡音レン,4,2024/11/06,568日,,,
186,シャンティ,シャンティ,wotaku feat. KAITO,4,2025/08/28,273日,,,
187,獣拳戦隊ゲキレンジャー,じゅうけんせんたいゲキレンジャー,"谷本貴義,ヤング・フレッシュ",3,2024/12/29,515日,,,
188,15の夜,じゅうごのよる,尾崎豊,1,2023/12/07,903日,,,
189,従属ふりったー,じゅうぞくふりったー,koyori(電ポルP) feat. 初音ミク,1,2025/01/31,482日,,,
190,シュガーソングとビターステップ,シュガーソングとビターステップ,UNISON SQUARE GARDEN,4,2025/01/08,505日,,,
191,粛聖!! ロリ神レクイエム☆,しゅくせい ロリかみレクイエム,しぐれうい,2,2024/01/11,868日,,,
192,祝福,しゅくふく,YOASOBI,9,2025/07/19,313日,,,
193,宿命,しゅくめい,Official髭男dism,4,2025/01/31,482日,,,
194,純情スカート,じゅんじょうスカート,40mP feat. 初音ミク,5,2024/10/05,600日,,,
195,少女レイ,しょうじょレイ,みきとP feat. 初音ミク,13,2025/01/31,482日,,,
196,シリョクケンサ,シリョクケンサ,40mP feat. GUMI,1,2024/10/05,600日,,,
197,シル・ヴ・プレジデント,シル・ヴ・プレジデント,P丸様。,4,2024/06/26,701日,,,
198,白い恋人達,しろいこいびとたち,桑田佳祐,1,2023/12/24,886日,,,
199,白い雪のプリンセスは,しろいゆきのプリンセスは,のぼる↑ feat.初音ミク,3,2023/12/24,886日,,,
200,しわ,しわ,buzzG feat.GUMI,1,2021/12/11,1629日,,,
201,深海シティアンダーグラウンド,しんかいシティアンダーグラウンド,田中B feat. 鏡音リン,3,2024/05/03,755日,,,
202,深海少女,しんかいしょうじょ,ゆうゆ feat.初音ミク,4,2025/10/17,223日,,,
203,深海のリトルクライ,しんかいのリトルクライ,sasakure.UK feat. 土岐麻子,6,2025/10/17,223日,,,
204,Sing Out!,シング アウト,乃木坂46,2,2023/10/21,950日,,,
205,ジングルベル,ジングルベル,童謡,4,2023/12/24,886日,,,
206,シンクロニシティ,シンクロニシティ,乃木坂46,2,2023/05/05,1119日,,,
207,新時代,しんじだい,Ado,4,2025/05/21,372日,,,
208,心臓デモクラシー,しんぞうデモクラシー,みきとP feat.初音ミク,3,2024/02/24,824日,,,
209,心拍数#0822,しんぱくすう ゼロハチニーニー,蝶々P feat. 初音ミク,3,2022/09/04,1362日,,,
210,スイートマジック,スイートマジック,Junky feat. 鏡音リン,2,2022/02/12,1566日,,,
211,ずうっといっしょ!,ずうっといっしょ,キタニタツヤ,1,2025/04/10,413日,,,
212,スーパー戦隊 ヒーローゲッター,スーパーせんたい ヒーローゲッター,Project.R,1,2024/11/03,571日,,,
213,スーパー戦隊ヒーローゲッター～テン・ゴーカイジャーver.～,スーパーせんたい ヒーローゲッター テン ゴーカイジャー バージョン,Project.R,1,2025/09/04,266日,,,
214,進め!ゴレンジャー,すすめ ゴレンジャー,"ささきいさお,堀江美都子",3,2024/12/29,515日,,,
215,スターマーカー,スターマーカー,KANA-BOON,2,2024/12/28,516日,,,
216,Snow halation,スノー ハレーション,μ's,3,2025/12/17,162日,,,
217,スノースマイル,スノースマイル,BUMP OF CHICKEN,3,2023/12/24,886日,,,
218,星間飛行,せいかんひこう,ランカ・リー＝中島愛,2,2023/09/04,997日,,,
219,星獣戦隊ギンガマン,せいじゅうせんたいギンガマン,希砂未竜,3,2024/12/29,515日,,,
220,青春バスガイド,せいしゅんバスガイド,Berryz工房,1,2023/10/07,964日,,,
221,セカイ,セカイ,"DECO*27,堀江晶太(kemu) feat. 初音ミク",4,2025/10/17,223日,,,
222,世界一可愛い私,せかいいちかわいいわたし,藤田ことね(CV.飯田ヒカル),1,2025/01/31,482日,,,
223,世界でいちばん熱い夏,せかいでいちばんあついなつ,PRINCESS PRINCESS,2,2025/08/09,292日,,,
224,セカイはまだ始まってすらいない,セカイはまだはじまってすらいない,ピノキオピー feat. 初音ミク,2,2024/02/15,833日,,,
225,セツナトリップ,セツナトリップ,Last Note. feat.GUMI,2,2023/03/10,1175日,,,
226,千本桜,せんぼんざくら,黒うさP feat.初音ミク,1,2024/12/06,538日,,,
227,全力キング,ぜんりょくキング,古川貴之,7,2024/12/29,515日,,,
228,全力全開!ゼンカイジャー,ぜんりょくぜんかいゼンカイジャー,"つるの剛士,ことのみ児童合唱団",4,2024/12/29,515日,,,
229,創聖のアクエリオン,そうせいのアクエリオン,AKINO,4,2024/02/24,824日,,,
230,想像フォレスト,そうぞうフォレスト,じん feat.IA,2,2022/05/04,1485日,,,
231,そこに空があるから,そこにそらがあるから,江崎とし子,1,2023/04/15,1139日,,,
232,空色デイズ,そらいろデイズ,中川翔子,3,2024/07/19,678日,,,
233,ダーリン,ダーリン,須田景凪,5,2024/12/28,516日,,,
234,ダーリンダンス,ダーリンダンス,かいりきベア feat.初音ミク,8,2025/04/10,413日,,,
235,DIAMONDS,ダイアモンズ,PRINCESS PRINCESS,2,2025/04/10,413日,,,
236,大戦隊ゴーグルV,だいせんたいゴーグルファイブ,"MoJo,こおろぎ'73,ザ・チャープス",3,2024/12/29,515日,,,
237,タイプ:ワイルド,タイプ ワイルド,松本梨香,2,2024/02/24,824日,,,
238,太陽戦隊サンバルカン,たいよいうせんたいサンバルカン,"串田アキラ,こおろぎ'73",3,2024/12/29,515日,,,
239,太陽系デスコ,たいようけいデスコ,ナユタン星人 feat. 初音ミク,3,2024/12/06,538日,,,
240,ダウナーウィッチ,ダウナーウィッチ,廉 feat. 初音ミク,2,2024/12/28,516日,,,
241,ダウンタイム,ダウンタイム,すりぃ feat. 鏡音レン,2,2024/09/18,617日,,,
242,絶え間なく藍色,たえまなくあいいろ,獅子志司(Choisauce)  feat. 初音ミク,6,2024/11/06,568日,,,
243,だから僕は音楽を辞めた,だからぼくはおんがくをやめた,ヨルシカ,2,2024/09/11,624日,,,
244,ただ君に晴れ,ただきみにはれ,ヨルシカ,2,2024/09/04,631日,,,
245,ダダダダ天使,ダダダダてんし,ナナヲアカリ,3,2022/02/06,1572日,,,
246,立ち上がリーヨ,たちあがリーヨ,T-Pistonz,1,2024/11/14,560日,,,
247,タッチ,タッチ,岩崎良美,1,2023/10/21,950日,,,
248,ダブルラリアット,ダブルラリアット,アゴアニキ feat. 巡音ルカ,1,2024/09/18,617日,,,
249,ダンスロボットダンス,ダンスロボットダンス,ナユタン星人 feat. 初音ミク,5,2024/12/06,538日,,,
250,DANZEN!ふたりはプリキュア,ダンゼン ふたりはプリキュア,五條真由美,3,2024/11/03,571日,,,
251,小さきもの,ちいさきもの,林明日香,8,2024/11/21,553日,,,
252,チェックメイト,チェックメイト,ゆちゃP feat. GUMI,1,2022/04/16,1503日,,,
253,CH4NGE,チェンジ,Giga feat. 可不,6,2024/12/06,538日,,,
254,地球最後の告白を,ちきゅうさいごのこくはくを,kemu feat.GUMI,4,2024/04/18,770日,,,
255,地球戦隊ファイブマン,ちきゅうせんたいファイブマン,鈴木けんじ,3,2024/12/29,515日,,,
256,CHA-LA HEAD-CHA-LA,チャラ ヘッチャラ,影山ヒロノブ,1,2023/10/07,964日,,,
257,チューリングラブ,チューリングラブ,ナナヲアカリ,8,2024/06/26,701日,,,
258,超獣戦隊ライブマン,ちょうじゅうせんたいライブマン,嶋大輔,3,2024/12/29,515日,,,
259,超新星フラッシュマン,ちょうしんせいフラッシュマン,北原拓,3,2024/12/29,515日,,,
260,鳥人戦隊ジェットマン,ちょうじんせんたいジェットマン,影山ヒロノブ,3,2024/12/29,515日,,,
261,超電子バイオマン,ちょうでんしバイオマン,宮内タカユキ,3,2024/12/29,515日,,,
262,チョコレイト・ディスコ,チョコレイト・ディスコ,Perfume,1,2022/02/12,1566日,,,
263,チルドレンレコード,チルドレンレコード,じん feat. IA,1,2023/10/07,964日,,,
264,TSUNAMI,ツナミ,サザンオールスターズ,1,2024/02/24,824日,,,
265,Dear,ディアー,19's Sound Factory feat. 初音ミク,2,2022/04/16,1503日,,,
266,ディジーディジー,ディジーディジー,蜂屋ななし feat. v flower,2,2023/04/15,1139日,,,
267,テトリス,テトリス,柊マグネタイト feat. 重音テト,1,2025/12/17,162日,,,
268,デリヘル呼んだら君が来た,デリヘルよんだらきみがきた,ナナホシ管弦楽団 feat. 初音ミク,4,2024/10/05,600日,,,
269,Tell Your World,テル ユア ワールド,livetune feat.初音ミク,2,2024/07/19,678日,,,
270,テレキャスタービーボーイ,テレキャスタービーボーイ,すりぃ feat. 鏡音レン,2,2022/01/22,1587日,,,
271,電撃戦隊チェンジマン,でんげきせんたいチェンジマン,影山ヒロノブ,3,2024/12/29,515日,,,
272,天才ロック,てんさいロック,カラスヤサボウ feat. 鏡音リン,2,2025/10/17,223日,,,
273,電磁戦隊メガレンジャー,でんじせんたいメガレンジャー,風雅なおと,3,2024/12/29,515日,,,
274,天装戦隊ゴセイジャー,てんそうせんたいゴセイジャー,NoB(Project.R),3,2024/12/29,515日,,,
275,天地ガエシ,てんちガエシ,NICO Touches the Walls,1,2024/11/14,560日,,,
276,トウキョウ・シャンディ・ランデヴ,トウキョウ・シャンディ・ランデヴ,"feat. 花譜,ツミキ/MAISONdes",5,2025/01/08,505日,,,
277,東京テディベア,とうきょうテディベア,Neru feat. 鏡音リン,2,2024/10/05,600日,,,
278,Together,トゥゲザー,あきよしふみえ,11,2024/11/14,560日,,,
279,動物戦隊ジュウオウジャー,どうぶつせんたいジュウオウジャー,高取ヒデアキ(Project.R),4,2024/12/29,515日,,,
280,透明人間,とうめいにんげん,東京事変,1,2024/07/19,678日,,,
